"uid","team","teamName","time","responseTime","monthlySales","monthlyIncome"
"c01f179e4b57ab8bd9de309e6d576c48",0,"Team A",1,3.68019081879098,6,8500
"11946e7a3ed5e1776e81c0f0ecd383d0",0,"Team A",1,1.86701702958314,7,9500
"dd4ad37ee474732a009111e3456e7ed7",0,"Team A",1,0.905304639578694,6,8500
"25e6a154090e35101d7678d6f034353a",0,"Team A",1,1.38334306856622,8,10500
"7c7124efff5c7039a1b1e7cba65c5379",0,"Team A",1,3.46117336402217,6,8500
"9d08099943f8627959cfb8ecee0d2f5d",0,"Team A",1,1.1188294354064,10,12500
"71db8a6cad03244e6e50f0ad8bc95a65",0,"Team A",1,1.90249470251193,6,8500
"8ae1ac7bdf62dca7c19b427a9153445c",0,"Team A",1,2.56526704446833,6,8500
"e03a89536262b6a0e2beabd90a841c43",0,"Team A",1,3.09994504817819,6,8500
"7eeda5fe3e5d82c2168536f9459170dd",0,"Team A",1,1.5209694601689,8,10500
"20e70f4a08bdc6a54e53ad0a7d1498b6",0,"Team A",1,1.66313625634772,8,10500
"2a099397e2d2dd0f2a2e5a5b4234867d",0,"Team A",1,2.10841476994543,5,7500
"e6e598642c5fbbfb7d922dbfcec86ed8",0,"Team A",1,2.99705702243051,5,7500
"f92eebebcfea9ebd99a68de2cb409133",0,"Team A",1,2.94854545900692,5,7500
"5462ea21bef8d27d5a0ea4da35939549",0,"Team A",1,2.75306285511451,6,8500
"a266aa4a0aa711355be22e0f3b8d91af",0,"Team A",1,1.28623604235436,6,8500
"7d2842cab7725fd8f382293e410d42b2",0,"Team A",1,2.90911662072905,38,40500
"5f80a2fefde46c5f55850375f0330dae",0,"Team A",1,3.25280407602623,5,7500
"569ddf8dcb5af0cbc7177be6a8b9700d",0,"Team A",1,0.139557229497601,44,46500
"20c9a920779e3feca5b4ed6948450f8a",0,"Team A",1,4.22622763718407,5,7500
"ade76ff25149e0df3a56010f12ea82fd",0,"Team A",1,1.70357871595413,8,10500
"86445152ab5a5c8bffb7b2e02dc13beb",0,"Team A",1,4.16619179870397,11,13500
"3a289991381335a0fc94ad80f79fe88e",0,"Team A",1,0.1,44,46500
"9df68a3a913f1efcc1ee23b4f1d66439",0,"Team A",1,3.20368654347229,5,7500
"d17ee83b24d91542bc3be4b61e80adc4",0,"Team A",1,2.47596501395892,6,8500
"d12fa881d1ea15550212c4587e29bdb8",0,"Team A",1,2.14724536104533,6,8500
"80b0ae73fe0e882b0a24973e4e2c8203",0,"Team A",1,1.4153730308816,9,11500
"754bc61780613e9dbb928b88e1e3d6f5",0,"Team A",1,4.86212771562061,3,5500
"5b64a41e0f2c1152e7945d518cec93aa",0,"Team A",1,2.12265444798416,6,8500
"15865a3cff7594d62b7897f23fb27fa8",0,"Team A",1,3.71673810805283,4,6500
"192b298ed4661ab6d9a4a193b2e60b49",0,"Team A",1,2.3281265264724,6,8500
"8dcc9ab9194a962167360a4ff6bb6827",0,"Team A",1,2.45073947736721,5,7500
"2c45c8cf026c7d9bbf15d52f63c323ea",0,"Team A",1,4.40251731849638,5,7500
"22b237f09483940655e05981a6c3105e",0,"Team A",1,1.686432713801,6,8500
"6cb0c41728b80235d1532f88c59ce9e6",0,"Team A",1,4.58255760981001,3,5500
"3c751d122f0ba36ec8280d355e25b96e",0,"Team A",1,2.01831047615228,6,8500
"e65288ab08a1f50a7e0e9a972d0cdad3",0,"Team A",1,0.547110042874264,44,46500
"5dfdba537fcd9880bb235099a0b2d71b",0,"Team A",1,1.6200424003539,5,7500
"3742cd671c7f6d482c2e7942eeb43346",0,"Team A",1,3.13970388438539,4,6500
"1b387a44b518030b040d524a5fa7e672",0,"Team A",1,1.29202204675682,12,14500
"4c1c7a82abdeabc37b73b2e8328302eb",0,"Team A",1,3.80665906001792,5,7500
"cc18eca3d186eb8772b9768990dcd2ea",0,"Team A",1,1.82146709259564,7,9500
"58f8415e0549358f3130fdf48d04df90",0,"Team A",1,3.02602875486744,5,7500
"dc1d757c56fd15656b23102dc5f6727c",0,"Team A",1,3.29368689831348,5,7500
"c01f179e4b57ab8bd9de309e6d576c48",0,"Team A",2,2.58517674355559,6,8500
"11946e7a3ed5e1776e81c0f0ecd383d0",0,"Team A",2,2.07859988666117,7,9500
"dd4ad37ee474732a009111e3456e7ed7",0,"Team A",2,3.80487497639408,4,6500
"25e6a154090e35101d7678d6f034353a",0,"Team A",2,1.98522987379644,9,11500
"7c7124efff5c7039a1b1e7cba65c5379",0,"Team A",2,2.6396043152402,7,9500
"9d08099943f8627959cfb8ecee0d2f5d",0,"Team A",2,3.56910175905163,5,7500
"71db8a6cad03244e6e50f0ad8bc95a65",0,"Team A",2,5.19883524960122,4,6500
"8ae1ac7bdf62dca7c19b427a9153445c",0,"Team A",2,4.52118487332795,4,6500
"e03a89536262b6a0e2beabd90a841c43",0,"Team A",2,3.96719022096327,4,6500
"7eeda5fe3e5d82c2168536f9459170dd",0,"Team A",2,3.55264582312171,4,6500
"20e70f4a08bdc6a54e53ad0a7d1498b6",0,"Team A",2,3.86208611247582,3,5500
"2a099397e2d2dd0f2a2e5a5b4234867d",0,"Team A",2,3.94430622660303,5,7500
"e6e598642c5fbbfb7d922dbfcec86ed8",0,"Team A",2,4.34147110274423,4,6500
"f92eebebcfea9ebd99a68de2cb409133",0,"Team A",2,0.1,44,46500
"5462ea21bef8d27d5a0ea4da35939549",0,"Team A",2,1.79909365426532,6,8500
"a266aa4a0aa711355be22e0f3b8d91af",0,"Team A",2,3.18126615360465,5,7500
"7d2842cab7725fd8f382293e410d42b2",0,"Team A",2,3.18125036336167,5,7500
"5f80a2fefde46c5f55850375f0330dae",0,"Team A",2,3.74645395993289,5,7500
"569ddf8dcb5af0cbc7177be6a8b9700d",0,"Team A",2,2.07617455548901,6,8500
"20c9a920779e3feca5b4ed6948450f8a",0,"Team A",2,2.5746319822748,9,11500
"ade76ff25149e0df3a56010f12ea82fd",0,"Team A",2,3.76564500539505,4,6500
"86445152ab5a5c8bffb7b2e02dc13beb",0,"Team A",2,1.95048395645345,6,8500
"3a289991381335a0fc94ad80f79fe88e",0,"Team A",2,2.62757314661434,7,9500
"9df68a3a913f1efcc1ee23b4f1d66439",0,"Team A",2,4.62316331840467,5,7500
"d17ee83b24d91542bc3be4b61e80adc4",0,"Team A",2,2.57178083688564,5,7500
"d12fa881d1ea15550212c4587e29bdb8",0,"Team A",2,3.69888209326801,4,6500
"80b0ae73fe0e882b0a24973e4e2c8203",0,"Team A",2,2.78860100707515,6,8500
"754bc61780613e9dbb928b88e1e3d6f5",0,"Team A",2,2.5101973974045,7,9500
"5b64a41e0f2c1152e7945d518cec93aa",0,"Team A",2,3.15320391094721,5,7500
"15865a3cff7594d62b7897f23fb27fa8",0,"Team A",2,3.56189378402908,4,6500
"192b298ed4661ab6d9a4a193b2e60b49",0,"Team A",2,1.39098551363357,44,46500
"8dcc9ab9194a962167360a4ff6bb6827",0,"Team A",2,4.2996808650211,5,7500
"2c45c8cf026c7d9bbf15d52f63c323ea",0,"Team A",2,2.85417058593974,5,7500
"22b237f09483940655e05981a6c3105e",0,"Team A",2,4.46491698374895,4,6500
"6cb0c41728b80235d1532f88c59ce9e6",0,"Team A",2,6.04623769042452,3,5500
"3c751d122f0ba36ec8280d355e25b96e",0,"Team A",2,3.18100467985072,4,6500
"e65288ab08a1f50a7e0e9a972d0cdad3",0,"Team A",2,2.38033274514228,5,7500
"5dfdba537fcd9880bb235099a0b2d71b",0,"Team A",2,3.69004984426254,3,5500
"3742cd671c7f6d482c2e7942eeb43346",0,"Team A",2,4.33962478125568,4,6500
"1b387a44b518030b040d524a5fa7e672",0,"Team A",2,3.6227225096784,4,6500
"4c1c7a82abdeabc37b73b2e8328302eb",0,"Team A",2,2.17395574530559,4,6500
"cc18eca3d186eb8772b9768990dcd2ea",0,"Team A",2,4.25561056439122,4,6500
"58f8415e0549358f3130fdf48d04df90",0,"Team A",2,2.31262872066746,5,7500
"dc1d757c56fd15656b23102dc5f6727c",0,"Team A",2,2.0279952249313,5,7500
"c01f179e4b57ab8bd9de309e6d576c48",0,"Team A",3,4.25169123455904,4,6500
"11946e7a3ed5e1776e81c0f0ecd383d0",0,"Team A",3,3.85608933763547,5,7500
"dd4ad37ee474732a009111e3456e7ed7",0,"Team A",3,3.10775765760353,5,7500
"25e6a154090e35101d7678d6f034353a",0,"Team A",3,2.44346608960048,6,8500
"7c7124efff5c7039a1b1e7cba65c5379",0,"Team A",3,2.97388075079868,6,8500
"9d08099943f8627959cfb8ecee0d2f5d",0,"Team A",3,1.49060997427688,6,8500
"71db8a6cad03244e6e50f0ad8bc95a65",0,"Team A",3,4.14301906308445,4,6500
"8ae1ac7bdf62dca7c19b427a9153445c",0,"Team A",3,3.90201568826381,4,6500
"e03a89536262b6a0e2beabd90a841c43",0,"Team A",3,3.2800795622473,4,6500
"7eeda5fe3e5d82c2168536f9459170dd",0,"Team A",3,2.70535484704337,4,6500
"20e70f4a08bdc6a54e53ad0a7d1498b6",0,"Team A",3,4.02494047140689,5,7500
"2a099397e2d2dd0f2a2e5a5b4234867d",0,"Team A",3,1.95631876486206,7,9500
"e6e598642c5fbbfb7d922dbfcec86ed8",0,"Team A",3,5.44005990507913,4,6500
"f92eebebcfea9ebd99a68de2cb409133",0,"Team A",3,4.29713659227457,4,6500
"5462ea21bef8d27d5a0ea4da35939549",0,"Team A",3,4.34123709624236,4,6500
"a266aa4a0aa711355be22e0f3b8d91af",0,"Team A",3,1.47288516888451,10,12500
"7d2842cab7725fd8f382293e410d42b2",0,"Team A",3,5.5007790283085,5,7500
"5f80a2fefde46c5f55850375f0330dae",0,"Team A",3,3.08446076774829,7,9500
"569ddf8dcb5af0cbc7177be6a8b9700d",0,"Team A",3,2.33929267557111,6,8500
"20c9a920779e3feca5b4ed6948450f8a",0,"Team A",3,3.54525935890653,5,7500
"ade76ff25149e0df3a56010f12ea82fd",0,"Team A",3,4.2207464557418,4,6500
"86445152ab5a5c8bffb7b2e02dc13beb",0,"Team A",3,3.39246735442159,5,7500
"3a289991381335a0fc94ad80f79fe88e",0,"Team A",3,3.44203755167722,5,7500
"9df68a3a913f1efcc1ee23b4f1d66439",0,"Team A",3,3.47958806009645,5,7500
"d17ee83b24d91542bc3be4b61e80adc4",0,"Team A",3,4.65393021103827,4,6500
"d12fa881d1ea15550212c4587e29bdb8",0,"Team A",3,5.21578610009109,4,6500
"80b0ae73fe0e882b0a24973e4e2c8203",0,"Team A",3,3.72902656456821,4,6500
"754bc61780613e9dbb928b88e1e3d6f5",0,"Team A",3,3.20601966694169,4,6500
"5b64a41e0f2c1152e7945d518cec93aa",0,"Team A",3,4.90363532500448,4,6500
"15865a3cff7594d62b7897f23fb27fa8",0,"Team A",3,2.78305543822808,7,9500
"192b298ed4661ab6d9a4a193b2e60b49",0,"Team A",3,1.81787086163682,8,10500
"8dcc9ab9194a962167360a4ff6bb6827",0,"Team A",3,3.39868484488904,5,7500
"2c45c8cf026c7d9bbf15d52f63c323ea",0,"Team A",3,3.30336192389526,4,6500
"22b237f09483940655e05981a6c3105e",0,"Team A",3,3.10759833589983,4,6500
"6cb0c41728b80235d1532f88c59ce9e6",0,"Team A",3,2.69022948085692,7,9500
"3c751d122f0ba36ec8280d355e25b96e",0,"Team A",3,3.3159536048352,6,8500
"e65288ab08a1f50a7e0e9a972d0cdad3",0,"Team A",3,3.79339114902589,5,7500
"5dfdba537fcd9880bb235099a0b2d71b",0,"Team A",3,3.72604402926577,5,7500
"3742cd671c7f6d482c2e7942eeb43346",0,"Team A",3,5.68275811353599,4,6500
"1b387a44b518030b040d524a5fa7e672",0,"Team A",3,4.92363704105023,4,6500
"4c1c7a82abdeabc37b73b2e8328302eb",0,"Team A",3,2.91203933512561,5,7500
"cc18eca3d186eb8772b9768990dcd2ea",0,"Team A",3,0.452168537517311,16,18500
"58f8415e0549358f3130fdf48d04df90",0,"Team A",3,2.72875994715443,7,9500
"dc1d757c56fd15656b23102dc5f6727c",0,"Team A",3,5.59238890899828,4,6500
"c01f179e4b57ab8bd9de309e6d576c48",0,"Team A",4,2.29636731976328,7,9500
"11946e7a3ed5e1776e81c0f0ecd383d0",0,"Team A",4,4.6119060556295,6,8500
"dd4ad37ee474732a009111e3456e7ed7",0,"Team A",4,5.18922187137958,3,5500
"25e6a154090e35101d7678d6f034353a",0,"Team A",4,3.84629200103314,5,7500
"7c7124efff5c7039a1b1e7cba65c5379",0,"Team A",4,3.74709632064283,7,9500
"9d08099943f8627959cfb8ecee0d2f5d",0,"Team A",4,2.96947998475441,5,7500
"71db8a6cad03244e6e50f0ad8bc95a65",0,"Team A",4,4.17765289180634,5,7500
"8ae1ac7bdf62dca7c19b427a9153445c",0,"Team A",4,3.57374444559267,4,6500
"e03a89536262b6a0e2beabd90a841c43",0,"Team A",4,2.84885816006172,6,8500
"7eeda5fe3e5d82c2168536f9459170dd",0,"Team A",4,5.34939864163143,4,6500
"20e70f4a08bdc6a54e53ad0a7d1498b6",0,"Team A",4,5.27695135821275,4,6500
"2a099397e2d2dd0f2a2e5a5b4234867d",0,"Team A",4,3.19644248034647,6,8500
"e6e598642c5fbbfb7d922dbfcec86ed8",0,"Team A",4,2.7693099781691,5,7500
"f92eebebcfea9ebd99a68de2cb409133",0,"Team A",4,4.80572121013351,4,6500
"5462ea21bef8d27d5a0ea4da35939549",0,"Team A",4,4.26886870336437,6,8500
"a266aa4a0aa711355be22e0f3b8d91af",0,"Team A",4,5.06057794578005,4,6500
"7d2842cab7725fd8f382293e410d42b2",0,"Team A",4,3.09757975338911,6,8500
"5f80a2fefde46c5f55850375f0330dae",0,"Team A",4,3.1069291239296,5,7500
"569ddf8dcb5af0cbc7177be6a8b9700d",0,"Team A",4,1.70879298748937,6,8500
"20c9a920779e3feca5b4ed6948450f8a",0,"Team A",4,5.19382274507094,4,6500
"ade76ff25149e0df3a56010f12ea82fd",0,"Team A",4,3.44014130919874,5,7500
"86445152ab5a5c8bffb7b2e02dc13beb",0,"Team A",4,3.14616072935773,5,7500
"3a289991381335a0fc94ad80f79fe88e",0,"Team A",4,4.76456138972603,4,6500
"9df68a3a913f1efcc1ee23b4f1d66439",0,"Team A",4,4.94135001551861,4,6500
"d17ee83b24d91542bc3be4b61e80adc4",0,"Team A",4,4.4929477029038,4,6500
"d12fa881d1ea15550212c4587e29bdb8",0,"Team A",4,4.33661247501081,5,7500
"80b0ae73fe0e882b0a24973e4e2c8203",0,"Team A",4,5.82072572595076,3,5500
"754bc61780613e9dbb928b88e1e3d6f5",0,"Team A",4,4.46328757245375,4,6500
"5b64a41e0f2c1152e7945d518cec93aa",0,"Team A",4,3.64889547637406,5,7500
"15865a3cff7594d62b7897f23fb27fa8",0,"Team A",4,4.04795306544665,5,7500
"192b298ed4661ab6d9a4a193b2e60b49",0,"Team A",4,4.13129584792461,4,6500
"8dcc9ab9194a962167360a4ff6bb6827",0,"Team A",4,2.73412265029137,5,7500
"2c45c8cf026c7d9bbf15d52f63c323ea",0,"Team A",4,4.35116148599034,4,6500
"22b237f09483940655e05981a6c3105e",0,"Team A",4,3.63930764463619,5,7500
"6cb0c41728b80235d1532f88c59ce9e6",0,"Team A",4,3.10957872675874,5,7500
"3c751d122f0ba36ec8280d355e25b96e",0,"Team A",4,5.11757246715699,3,5500
"e65288ab08a1f50a7e0e9a972d0cdad3",0,"Team A",4,3.46728292743029,5,7500
"5dfdba537fcd9880bb235099a0b2d71b",0,"Team A",4,5.15189366657791,4,6500
"3742cd671c7f6d482c2e7942eeb43346",0,"Team A",4,6.83294132664147,4,6500
"1b387a44b518030b040d524a5fa7e672",0,"Team A",4,3.03651569062811,7,9500
"4c1c7a82abdeabc37b73b2e8328302eb",0,"Team A",4,5.31074239028529,4,6500
"cc18eca3d186eb8772b9768990dcd2ea",0,"Team A",4,3.17229544731131,5,7500
"58f8415e0549358f3130fdf48d04df90",0,"Team A",4,5.25682162970574,4,6500
"dc1d757c56fd15656b23102dc5f6727c",0,"Team A",4,4.27649167219751,4,6500
"4b5630ee914e848e8d07221556b0a2fb",1,"Team B",1,5.16986287489371,4,6500
"234a2a5581872457b9fe1187d1616b13",1,"Team B",1,7.110119023555,3,5500
"8eaca7c9b35d05ab15c9125bc92372fa",1,"Team B",1,5.61948905265141,5,7500
"8f3571abef23f6aca0f7b8666a74e7e0",1,"Team B",1,4.88284484131983,4,6500
"fa5a4df7ac0f9782037da890557fd8b8",1,"Team B",1,5.84056789962774,4,6500
"06cd248dd1409b804444bd9ad5533d1d",1,"Team B",1,5.91067529795539,3,5500
"be3c152f6f6bcd5f85f9e4cba49b1e48",1,"Team B",1,5.61401152254205,3,5500
"40755f30599581bfb1186f077db8f580",1,"Team B",1,4.37310814555713,4,6500
"b225fb1495dbb5e5dfb3e327dceb7ab2",1,"Team B",1,4.56024151157047,4,6500
"1b0ed73227e2e7826da63b2b356975e0",1,"Team B",1,5.43360861649882,4,6500
"285d156b1b700fbb489df058fdb9e2ee",1,"Team B",1,4.14560904672316,4,6500
"950670a85504326e573b87462146ed75",1,"Team B",1,5.56528838289847,5,7500
"5e9df39bb0ad592a23f9d09fd6673704",1,"Team B",1,6.22903493011997,3,5500
"263b9db4d09244c0e0ff3f826caa8d2e",1,"Team B",1,4.93540203987428,3,5500
"cac17b80df37171f02a533a0962e81ec",1,"Team B",1,5.18644550021877,4,6500
"b3f52af93509f5f31091c155fe25b6d0",1,"Team B",1,5.99551064151986,4,6500
"e70db76089c6ef212f24de83220ba18c",1,"Team B",1,6.20955118057247,4,6500
"3a9a9ac6ee90199fb655068018c70f57",1,"Team B",1,5.38794021861693,4,6500
"1798d3e803e2a601147ca242448272f2",1,"Team B",1,7.81763095425857,3,5500
"16071ab8270571c6c83d682892e00ea5",1,"Team B",1,4.66833653415336,4,6500
"4d4c1ad2286f1a7670a024467dd10808",1,"Team B",1,5.04794248409791,4,6500
"9a6564e67167bff7e7cf99a541a641f1",1,"Team B",1,5.53480707450251,3,5500
"58358dd2dcc33f743f22d1a7753b7ec0",1,"Team B",1,5.30622127618113,4,6500
"57d435173cd01ba1272e9bbc2e1d0296",1,"Team B",1,7.97103670929711,3,5500
"3e98cd61c0f0313ba5b0b2fa1a37a0ec",1,"Team B",1,4.11575973541858,5,7500
"ac995caa44fcaf83bf6c073b43877857",1,"Team B",1,7.08869623279571,4,6500
"70907d9a2fe63b90036adda611231960",1,"Team B",1,5.41139491467246,4,6500
"262e00171252ad97820501c35c732e3d",1,"Team B",1,4.65707285694384,4,6500
"19a336d14cac8032ba75a208e4125f1a",1,"Team B",1,5.28205176180273,4,6500
"e15efc0db45ebdee4bebbca843987014",1,"Team B",1,6.64495917687034,3,5500
"b2270462f2828b7ed3cf277c28b04401",1,"Team B",1,5.48994674001967,4,6500
"4b5630ee914e848e8d07221556b0a2fb",1,"Team B",2,6.98179879258312,3,5500
"234a2a5581872457b9fe1187d1616b13",1,"Team B",2,6.87463426203274,3,5500
"8eaca7c9b35d05ab15c9125bc92372fa",1,"Team B",2,8.39239934253559,3,5500
"8f3571abef23f6aca0f7b8666a74e7e0",1,"Team B",2,8.87572557532505,3,5500
"fa5a4df7ac0f9782037da890557fd8b8",1,"Team B",2,6.8371679613027,3,5500
"06cd248dd1409b804444bd9ad5533d1d",1,"Team B",2,7.16810052968984,3,5500
"be3c152f6f6bcd5f85f9e4cba49b1e48",1,"Team B",2,5.64266345886047,5,7500
"40755f30599581bfb1186f077db8f580",1,"Team B",2,7.8921193565026,3,5500
"b225fb1495dbb5e5dfb3e327dceb7ab2",1,"Team B",2,7.28774055132165,3,5500
"1b0ed73227e2e7826da63b2b356975e0",1,"Team B",2,6.82376730226893,3,5500
"285d156b1b700fbb489df058fdb9e2ee",1,"Team B",2,7.10799333727924,3,5500
"950670a85504326e573b87462146ed75",1,"Team B",2,7.72445969219293,3,5500
"5e9df39bb0ad592a23f9d09fd6673704",1,"Team B",2,8.45713318400795,3,5500
"263b9db4d09244c0e0ff3f826caa8d2e",1,"Team B",2,8.67734823169639,3,5500
"cac17b80df37171f02a533a0962e81ec",1,"Team B",2,6.86032520737905,3,5500
"b3f52af93509f5f31091c155fe25b6d0",1,"Team B",2,8.65893038071217,3,5500
"e70db76089c6ef212f24de83220ba18c",1,"Team B",2,7.17544460072747,4,6500
"3a9a9ac6ee90199fb655068018c70f57",1,"Team B",2,4.84552616534949,4,6500
"1798d3e803e2a601147ca242448272f2",1,"Team B",2,9.88824996086201,2,4500
"16071ab8270571c6c83d682892e00ea5",1,"Team B",2,7.53887065612207,4,6500
"4d4c1ad2286f1a7670a024467dd10808",1,"Team B",2,6.38551238537245,4,6500
"9a6564e67167bff7e7cf99a541a641f1",1,"Team B",2,5.70303754534184,4,6500
"58358dd2dcc33f743f22d1a7753b7ec0",1,"Team B",2,7.97746151302605,3,5500
"57d435173cd01ba1272e9bbc2e1d0296",1,"Team B",2,6.92000084423839,3,5500
"3e98cd61c0f0313ba5b0b2fa1a37a0ec",1,"Team B",2,5.25749714976557,3,5500
"ac995caa44fcaf83bf6c073b43877857",1,"Team B",2,6.59370041715432,3,5500
"70907d9a2fe63b90036adda611231960",1,"Team B",2,7.65279648248652,3,5500
"262e00171252ad97820501c35c732e3d",1,"Team B",2,5.94073713969941,4,6500
"19a336d14cac8032ba75a208e4125f1a",1,"Team B",2,7.4524477379196,4,6500
"e15efc0db45ebdee4bebbca843987014",1,"Team B",2,5.63774684055932,4,6500
"b2270462f2828b7ed3cf277c28b04401",1,"Team B",2,8.25592853923276,3,5500
"4b5630ee914e848e8d07221556b0a2fb",1,"Team B",3,8.85139772212479,3,5500
"234a2a5581872457b9fe1187d1616b13",1,"Team B",3,10.6451400600981,3,5500
"8eaca7c9b35d05ab15c9125bc92372fa",1,"Team B",3,9.7843548748313,2,4500
"8f3571abef23f6aca0f7b8666a74e7e0",1,"Team B",3,9.80992064968406,3,5500
"fa5a4df7ac0f9782037da890557fd8b8",1,"Team B",3,7.23623679816488,3,5500
"06cd248dd1409b804444bd9ad5533d1d",1,"Team B",3,6.72754784177573,3,5500
"be3c152f6f6bcd5f85f9e4cba49b1e48",1,"Team B",3,8.41954639149999,3,5500
"40755f30599581bfb1186f077db8f580",1,"Team B",3,9.37792402665722,3,5500
"b225fb1495dbb5e5dfb3e327dceb7ab2",1,"Team B",3,9.15604366815123,3,5500
"1b0ed73227e2e7826da63b2b356975e0",1,"Team B",3,7.3999408669739,3,5500
"285d156b1b700fbb489df058fdb9e2ee",1,"Team B",3,8.37969856521056,3,5500
"950670a85504326e573b87462146ed75",1,"Team B",3,6.72607081934448,3,5500
"5e9df39bb0ad592a23f9d09fd6673704",1,"Team B",3,8.48578200218978,3,5500
"263b9db4d09244c0e0ff3f826caa8d2e",1,"Team B",3,8.12498667389139,3,5500
"cac17b80df37171f02a533a0962e81ec",1,"Team B",3,9.55323992482176,3,5500
"b3f52af93509f5f31091c155fe25b6d0",1,"Team B",3,9.78352127838169,3,5500
"e70db76089c6ef212f24de83220ba18c",1,"Team B",3,8.66487565552884,3,5500
"3a9a9ac6ee90199fb655068018c70f57",1,"Team B",3,8.84725195798831,3,5500
"1798d3e803e2a601147ca242448272f2",1,"Team B",3,8.0458118097263,3,5500
"16071ab8270571c6c83d682892e00ea5",1,"Team B",3,9.31818054442052,3,5500
"4d4c1ad2286f1a7670a024467dd10808",1,"Team B",3,8.96583195282196,3,5500
"9a6564e67167bff7e7cf99a541a641f1",1,"Team B",3,10.6046014624542,3,5500
"58358dd2dcc33f743f22d1a7753b7ec0",1,"Team B",3,10.211872576899,3,5500
"57d435173cd01ba1272e9bbc2e1d0296",1,"Team B",3,8.7858990676806,3,5500
"3e98cd61c0f0313ba5b0b2fa1a37a0ec",1,"Team B",3,9.09606921010737,3,5500
"ac995caa44fcaf83bf6c073b43877857",1,"Team B",3,9.45286178043292,3,5500
"70907d9a2fe63b90036adda611231960",1,"Team B",3,8.60946639380364,3,5500
"262e00171252ad97820501c35c732e3d",1,"Team B",3,9.2093586215543,3,5500
"19a336d14cac8032ba75a208e4125f1a",1,"Team B",3,9.55299643286425,3,5500
"e15efc0db45ebdee4bebbca843987014",1,"Team B",3,9.41414317910529,3,5500
"b2270462f2828b7ed3cf277c28b04401",1,"Team B",3,7.59948302933771,3,5500
"4b5630ee914e848e8d07221556b0a2fb",1,"Team B",4,10.0469154618447,3,5500
"234a2a5581872457b9fe1187d1616b13",1,"Team B",4,8.47746027795282,3,5500
"8eaca7c9b35d05ab15c9125bc92372fa",1,"Team B",4,10.2630549499466,3,5500
"8f3571abef23f6aca0f7b8666a74e7e0",1,"Team B",4,9.74851948638691,3,5500
"fa5a4df7ac0f9782037da890557fd8b8",1,"Team B",4,10.2729441642615,2,4500
"06cd248dd1409b804444bd9ad5533d1d",1,"Team B",4,10.0469781458773,3,5500
"be3c152f6f6bcd5f85f9e4cba49b1e48",1,"Team B",4,8.00006138061915,3,5500
"40755f30599581bfb1186f077db8f580",1,"Team B",4,10.7460373309466,3,5500
"b225fb1495dbb5e5dfb3e327dceb7ab2",1,"Team B",4,10.0675846282502,3,5500
"1b0ed73227e2e7826da63b2b356975e0",1,"Team B",4,11.2581936278362,2,4500
"285d156b1b700fbb489df058fdb9e2ee",1,"Team B",4,11.4515858444103,2,4500
"950670a85504326e573b87462146ed75",1,"Team B",4,9.82288087614862,3,5500
"5e9df39bb0ad592a23f9d09fd6673704",1,"Team B",4,11.0276103408552,2,4500
"263b9db4d09244c0e0ff3f826caa8d2e",1,"Team B",4,10.5022454754664,2,4500
"cac17b80df37171f02a533a0962e81ec",1,"Team B",4,10.8198038499925,3,5500
"b3f52af93509f5f31091c155fe25b6d0",1,"Team B",4,9.54859888440445,3,5500
"e70db76089c6ef212f24de83220ba18c",1,"Team B",4,9.92664746707183,3,5500
"3a9a9ac6ee90199fb655068018c70f57",1,"Team B",4,10.4280802200952,3,5500
"1798d3e803e2a601147ca242448272f2",1,"Team B",4,9.44940892925615,3,5500
"16071ab8270571c6c83d682892e00ea5",1,"Team B",4,10.2028434277464,3,5500
"4d4c1ad2286f1a7670a024467dd10808",1,"Team B",4,8.64491455917656,3,5500
"9a6564e67167bff7e7cf99a541a641f1",1,"Team B",4,10.378634333513,2,4500
"58358dd2dcc33f743f22d1a7753b7ec0",1,"Team B",4,10.1428494538936,2,4500
"57d435173cd01ba1272e9bbc2e1d0296",1,"Team B",4,11.2302411376158,3,5500
"3e98cd61c0f0313ba5b0b2fa1a37a0ec",1,"Team B",4,8.8965040567279,3,5500
"ac995caa44fcaf83bf6c073b43877857",1,"Team B",4,8.08710817636671,3,5500
"70907d9a2fe63b90036adda611231960",1,"Team B",4,9.55743219831145,3,5500
"262e00171252ad97820501c35c732e3d",1,"Team B",4,10.6101434452406,2,4500
"19a336d14cac8032ba75a208e4125f1a",1,"Team B",4,10.2331537948234,3,5500
"e15efc0db45ebdee4bebbca843987014",1,"Team B",4,7.5495206161778,3,5500
"b2270462f2828b7ed3cf277c28b04401",1,"Team B",4,10.909206305994,2,4500
